transcript_ID,module
BraA08g028120.3C,blue
BraA08g028130.3C,brown
BraA08g028180.3C,none
BraA08g028210.3C,none
BraA08g028220.3C,green
BraA08g028230.3C,none
BraA08g028240.3C,none
BraA08g028260.3C,darkred
BraA08g028270.3C,magenta
BraA08g028300.3C,none
BraA08g028320.3C,turquoise
BraA08g028330.3C,none
BraA08g028340.3C,none
BraA08g028360.3C,pink
BraA08g028370.3C,black
BraA08g028380.3C,grey
BraA08g028390.3C,lightyellow
BraA08g028420.3C,blue
BraA08g028430.3C,none
BraA08g028450.3C,none
BraA08g028460.3C,tan
BraA08g028470.3C,none
BraA08g028490.3C,black
BraA08g028510.3C,none
BraA08g028560.3C,none
BraA08g028600.3C,turquoise
BraA08g028630.3C,none
BraA08g028640.3C,brown
BraA08g028650.3C,none
BraA08g028660.3C,turquoise
BraA08g028670.3C,none
BraA08g028680.3C,none
BraA08g028690.3C,none
BraA08g028700.3C,none
BraA08g028730.3C,none
BraA08g028750.3C,none
BraA08g028760.3C,none
BraA08g028770.3C,none
BraA08g028790.3C,yellow
BraA08g028800.3C,grey
BraA08g028820.3C,black
BraA08g028830.3C,turquoise
BraA08g028870.3C,blue
BraA08g028880.3C,none
BraA08g028900.3C,turquoise
BraA08g028910.3C,yellow
BraA08g028920.3C,none
BraA08g028940.3C,blue
BraA08g028950.3C,none
BraA08g028960.3C,yellow
BraA08g028970.3C,grey
BraA08g029020.3C,none
BraA08g029050.3C,none
BraA08g029080.3C,salmon
BraA08g029100.3C,none
BraA08g029110.3C,black
BraA08g029120.3C,none
BraA08g029130.3C,none
BraA08g029140.3C,none
BraA08g029160.3C,none
BraA08g029170.3C,pink
BraA08g029190.3C,none
BraA08g029210.3C,turquoise
BraA08g029220.3C,none
BraA08g029250.3C,none
BraA08g029290.3C,blue
BraA08g029330.3C,greenyellow
BraA08g029340.3C,none
BraA08g029350.3C,none
BraA08g029370.3C,tan
BraA08g029380.3C,none
BraA08g029390.3C,none
BraA08g029410.3C,none
BraA08g029430.3C,lightyellow
BraA08g029450.3C,none
BraA08g029460.3C,grey60
BraA08g029490.3C,grey
BraA08g029500.3C,grey
BraA08g029510.3C,none
BraA08g029530.3C,none
BraA08g029570.3C,none
BraA08g029590.3C,none
BraA08g029620.3C,none
BraA08g029630.3C,none
BraA08g029640.3C,turquoise
BraA08g029660.3C,yellow
BraA08g029670.3C,none
BraA08g029700.3C,grey60
BraA08g029710.3C,none
BraA08g029720.3C,none
BraA08g029730.3C,turquoise
BraA08g029750.3C,tan
BraA08g029760.3C,none
BraA08g029770.3C,none
BraA08g029780.3C,none
BraA08g029820.3C,green
BraA08g029830.3C,none
BraA08g029850.3C,none
BraA08g029890.3C,grey
BraA08g029900.3C,none
BraA08g029920.3C,none
BraA08g029950.3C,none
BraA08g029960.3C,lightcyan
BraA08g029970.3C,yellow
BraA08g029980.3C,none
BraA08g029990.3C,yellow
BraA08g030000.3C,none
BraA08g030010.3C,black
BraA08g030020.3C,turquoise
BraA08g030030.3C,greenyellow
BraA08g030040.3C,none
BraA08g030050.3C,none
BraA08g030070.3C,none
BraA08g030080.3C,yellow
BraA08g030090.3C,yellow
BraA08g030110.3C,none
BraA08g030120.3C,none
BraA08g030130.3C,none
BraA08g030140.3C,none
BraA08g030170.3C,none
BraA08g030190.3C,grey
BraA08g030200.3C,none
BraA08g030230.3C,blue
BraA08g030240.3C,none
BraA08g030260.3C,none
BraA08g030270.3C,none
BraA08g030290.3C,turquoise
BraA08g030300.3C,turquoise
BraA08g030340.3C,turquoise
BraA08g030350.3C,none
BraA08g030360.3C,none
BraA08g030370.3C,midnightblue
BraA08g030380.3C,brown
BraA08g030390.3C,none
BraA08g030410.3C,green
BraA08g030420.3C,blue
BraA08g030430.3C,none
BraA08g030440.3C,none
BraA08g030450.3C,green
BraA08g030460.3C,turquoise
BraA08g030490.3C,turquoise
BraA08g030500.3C,none
BraA08g030510.3C,magenta
BraA08g030520.3C,yellow
BraA08g030530.3C,yellow
BraA08g030540.3C,yellow
BraA08g030550.3C,none
BraA08g030560.3C,none
BraA08g030570.3C,green
BraA08g030600.3C,none
BraA08g030620.3C,yellow
BraA08g030630.3C,none
BraA08g030640.3C,grey
BraA08g030650.3C,magenta
BraA08g030660.3C,none
BraA08g030670.3C,turquoise
BraA08g030680.3C,turquoise
BraA08g030700.3C,none
BraA08g030720.3C,none
BraA08g030730.3C,none
BraA08g030740.3C,none
BraA08g030750.3C,grey60
BraA08g030770.3C,red
BraA08g030790.3C,none
BraA08g030820.3C,none
BraA08g030830.3C,none
BraA08g030850.3C,yellow
BraA08g030890.3C,none
BraA08g030930.3C,none
BraA08g030940.3C,none
BraA08g030950.3C,none
BraA08g030960.3C,grey
BraA08g030990.3C,grey
BraA08g031000.3C,lightyellow
BraA08g031010.3C,blue
BraA08g031020.3C,brown
BraA08g031080.3C,midnightblue
BraA08g031160.3C,blue
BraA08g031170.3C,grey
BraA08g031180.3C,none
BraA08g031190.3C,turquoise
BraA08g031200.3C,turquoise
BraA08g031230.3C,grey
BraA08g031240.3C,turquoise
BraA08g031260.3C,green
BraA08g031280.3C,yellow
BraA08g031290.3C,yellow
BraA08g031300.3C,none
BraA08g031320.3C,none
BraA08g031330.3C,turquoise
BraA08g031350.3C,yellow
BraA08g031360.3C,greenyellow
BraA08g031370.3C,none
BraA08g031380.3C,none
BraA08g031390.3C,turquoise
BraA08g031400.3C,magenta
BraA08g031420.3C,none
BraA08g031440.3C,none
BraA08g031450.3C,lightgreen
BraA08g031480.3C,turquoise
BraA08g031490.3C,none
BraA08g031540.3C,salmon
BraA08g031610.3C,magenta
BraA08g031630.3C,none
BraA08g031680.3C,yellow
BraA08g031720.3C,black
BraA08g031750.3C,none
BraA08g031760.3C,darkred
BraA08g031830.3C,none
BraA08g031840.3C,tan
BraA08g031860.3C,turquoise
BraA08g031870.3C,none
BraA08g031880.3C,none
BraA08g031890.3C,magenta
BraA08g031900.3C,magenta
BraA08g031920.3C,none
BraA08g031930.3C,turquoise
BraA08g031940.3C,none
BraA08g031960.3C,none
BraA08g032010.3C,turquoise
BraA08g032020.3C,none
BraA08g032030.3C,none
BraA08g032040.3C,none
BraA08g032060.3C,cyan
BraA08g032070.3C,magenta
BraA08g032080.3C,none
BraA08g032090.3C,turquoise
BraA08g032100.3C,turquoise
BraA08g032120.3C,none
BraA08g032130.3C,none
BraA08g032160.3C,magenta
BraA08g032180.3C,none
BraA08g032190.3C,yellow
BraA08g032210.3C,none
BraA08g032220.3C,magenta
BraA08g032230.3C,tan
BraA08g032240.3C,none
BraA08g032250.3C,none
BraA08g032260.3C,red
BraA08g032270.3C,turquoise
BraA08g032280.3C,none
BraA08g032300.3C,turquoise
BraA08g032320.3C,greenyellow
BraA08g032350.3C,none
BraA08g032370.3C,none
BraA08g032380.3C,magenta
BraA08g032410.3C,none
BraA08g032420.3C,none
BraA08g032430.3C,green
BraA08g032440.3C,turquoise
BraA08g032450.3C,none
BraA08g032460.3C,none
BraA08g032470.3C,none
BraA08g032480.3C,none
BraA08g032490.3C,turquoise
BraA08g032500.3C,none
BraA08g032530.3C,none
BraA08g032550.3C,none
BraA08g032560.3C,turquoise
BraA08g032570.3C,turquoise
BraA08g032600.3C,red
BraA08g032610.3C,blue
BraA08g032630.3C,black
BraA08g032650.3C,none
BraA08g032710.3C,none
BraA08g032730.3C,none
BraA08g032740.3C,midnightblue
BraA08g032750.3C,none
BraA08g032770.3C,none
BraA08g032780.3C,none
BraA08g032790.3C,none
BraA08g032810.3C,grey
BraA08g032820.3C,none
BraA08g032830.3C,grey
BraA08g032840.3C,turquoise
BraA08g032850.3C,none
BraA08g032860.3C,brown
BraA08g032870.3C,none
BraA08g032890.3C,none
BraA08g032900.3C,cyan
BraA08g032910.3C,turquoise
BraA08g032920.3C,brown
BraA08g032930.3C,green
BraA08g032940.3C,cyan
BraA08g032950.3C,blue
BraA08g032960.3C,none
BraA08g032970.3C,none
BraA08g032990.3C,none
BraA08g033010.3C,none
BraA08g033020.3C,none
BraA08g033060.3C,none
BraA08g033080.3C,none
BraA08g033090.3C,turquoise
BraA08g033100.3C,none
BraA08g033110.3C,none
BraA08g033120.3C,none
BraA08g033140.3C,none
BraA08g033160.3C,none
BraA08g033180.3C,brown
BraA08g033190.3C,none
BraA08g033200.3C,none
BraA08g033250.3C,grey
BraA08g033270.3C,none
BraA08g033280.3C,red
BraA08g033290.3C,black
BraA08g033300.3C,none
BraA08g033320.3C,grey
BraA08g033340.3C,none
BraA08g033360.3C,none
BraA08g033380.3C,none
BraA08g033390.3C,none
BraA08g033420.3C,turquoise
BraA08g033430.3C,midnightblue
BraA08g033470.3C,none
BraA08g033480.3C,brown
BraA08g033490.3C,blue
BraA08g033510.3C,magenta
BraA08g033520.3C,none
BraA08g033560.3C,none
BraA08g033570.3C,pink
BraA08g033600.3C,none
BraA08g033630.3C,none
BraA08g033640.3C,none
BraA08g033650.3C,none
BraA08g033690.3C,none
BraA08g033720.3C,darkred
BraA08g033730.3C,blue
BraA08g033740.3C,blue
BraA08g033750.3C,none
BraA08g033760.3C,turquoise
BraA08g033790.3C,none
BraA08g033800.3C,none
BraA08g033810.3C,none
BraA08g033820.3C,turquoise
BraA08g033860.3C,grey
BraA08g033870.3C,none
BraA08g033880.3C,none
BraA08g033900.3C,none
BraA08g033920.3C,brown
BraA08g033930.3C,none
BraA08g034000.3C,none
BraA08g034010.3C,none
BraA08g034020.3C,none
BraA08g034050.3C,none
BraA08g034070.3C,none
BraA08g034080.3C,grey
BraA08g034110.3C,none
BraA08g034150.3C,none
BraA08g034170.3C,none
BraA08g034190.3C,none
BraA08g034200.3C,yellow
BraA08g034210.3C,none
BraA08g034260.3C,magenta
BraA08g034270.3C,none
BraA08g034280.3C,turquoise
BraA08g034290.3C,none
BraA08g034300.3C,red
BraA08g034320.3C,none
BraA08g034330.3C,none
BraA08g034340.3C,none
BraA08g034360.3C,turquoise
BraA08g034370.3C,none
BraA08g034380.3C,turquoise
BraA08g034400.3C,turquoise
BraA08g034420.3C,salmon
BraA08g034430.3C,grey
BraA08g034440.3C,none
BraA08g034450.3C,none
BraA08g034570.3C,pink
BraA08g034580.3C,grey
BraA08g034590.3C,grey
BraA08g034630.3C,none
BraA08g034640.3C,none
BraA08g034650.3C,grey
BraA08g034660.3C,none
BraA08g034670.3C,green
BraA08g034680.3C,none
BraA08g034700.3C,grey
BraA08g034710.3C,none
BraA08g034720.3C,none
BraA08g034730.3C,lightyellow
BraA08g034750.3C,yellow
BraA08g034800.3C,none
BraA08g034830.3C,midnightblue
BraA08g034850.3C,none
BraA08g034880.3C,none
BraA08g034890.3C,none
BraA08g034900.3C,none
BraA08g034930.3C,turquoise
BraA08g034940.3C,red
BraA08g034950.3C,none
BraA08g034960.3C,none
BraA08g034970.3C,none
BraA08g034980.3C,turquoise
BraA08g035000.3C,none
BraA08g035010.3C,none
BraA08g035020.3C,none
BraA08g035050.3C,none
BraA08g035060.3C,none
BraA08g035070.3C,none
BraA08g035080.3C,turquoise
BraA08g035100.3C,none
BraA08g035130.3C,none
BraA08g035140.3C,none
BraA08g035150.3C,none
BraA08g035160.3C,none
BraA08g035170.3C,yellow
BraA08g035180.3C,none
BraA08g035200.3C,lightyellow
BraA08g035210.3C,royalblue
BraA08g035230.3C,blue
BraA08g035270.3C,none
BraA08g035340.3C,none
BraA08g035360.3C,midnightblue
BraA08g035400.3C,none
BraA08g035410.3C,grey
BraA08g035430.3C,none
BraA08g035440.3C,turquoise
BraA08g035450.3C,none
BraA08g035490.3C,none
BraA08g035500.3C,magenta
BraA08g035520.3C,none
BraA08g035530.3C,green
BraA08g035540.3C,purple
BraA08g035550.3C,green
BraA08g035560.3C,brown
BraA08g035570.3C,yellow
BraA08g035580.3C,turquoise
BraA08g035600.3C,none
BraA08g035610.3C,grey
BraA08g035620.3C,green
BraA08g035640.3C,none
BraA08g035650.3C,none
BraA08g035670.3C,midnightblue
BraA08g035700.3C,turquoise
BraA08g035710.3C,none
BraA08g035740.3C,pink
BraA08g035750.3C,none
BraA09g000010.3C,blue
BraA09g000020.3C,tan
BraA09g000040.3C,brown
BraA09g000050.3C,none
BraA09g000080.3C,none
BraA09g000120.3C,brown
BraA09g000140.3C,none
BraA09g000150.3C,none
BraA09g000160.3C,none
BraA09g000170.3C,turquoise
BraA09g000210.3C,none
BraA09g000290.3C,pink
BraA09g000310.3C,none
BraA09g000320.3C,none
BraA09g000330.3C,none
BraA09g000340.3C,none
BraA09g000350.3C,none
BraA09g000390.3C,none
BraA09g000400.3C,grey
BraA09g000420.3C,turquoise
BraA09g000430.3C,none
BraA09g000440.3C,turquoise
BraA09g000450.3C,turquoise
BraA09g000460.3C,cyan
BraA09g000470.3C,none
BraA09g000480.3C,none
BraA09g000500.3C,lightcyan
BraA09g000510.3C,none
BraA09g000520.3C,none
BraA09g000530.3C,tan
BraA09g000540.3C,yellow
BraA09g000560.3C,turquoise
BraA09g000570.3C,none
BraA09g000580.3C,none
BraA09g000600.3C,magenta
BraA09g000610.3C,brown
BraA09g000630.3C,brown
BraA09g000650.3C,none
BraA09g000660.3C,magenta
BraA09g000670.3C,blue
BraA09g000680.3C,magenta
BraA09g000690.3C,none
BraA09g000700.3C,darkred
BraA09g000760.3C,none
BraA09g000770.3C,none
BraA09g000780.3C,none
BraA09g000790.3C,none
BraA09g000800.3C,turquoise
BraA09g000850.3C,none
BraA09g000860.3C,none
BraA09g000870.3C,none
BraA09g000890.3C,salmon
BraA09g000910.3C,darkgreen
BraA09g000920.3C,blue
BraA09g000940.3C,none
BraA09g000950.3C,brown
BraA09g000970.3C,none
BraA09g000980.3C,none
BraA09g001000.3C,none
BraA09g001040.3C,turquoise
BraA09g001110.3C,lightcyan
BraA09g001120.3C,none
BraA09g001130.3C,none
BraA09g001170.3C,none
BraA09g001180.3C,none
BraA09g001190.3C,turquoise
BraA09g001210.3C,brown
BraA09g001220.3C,yellow
BraA09g001230.3C,grey
BraA09g001240.3C,none
BraA09g001250.3C,none
BraA09g001260.3C,none
BraA09g001270.3C,turquoise
BraA09g001300.3C,none
BraA09g001310.3C,none
BraA09g001330.3C,none
BraA09g001340.3C,none
BraA09g001390.3C,none
BraA09g001400.3C,none
BraA09g001420.3C,none
BraA09g001460.3C,tan
BraA09g001480.3C,lightcyan
BraA09g001500.3C,none
BraA09g001510.3C,yellow
BraA09g001520.3C,purple
BraA09g001530.3C,none
BraA09g001540.3C,none
BraA09g001560.3C,none
BraA09g001570.3C,none
BraA09g001580.3C,none
BraA09g001590.3C,none
BraA09g001600.3C,none
BraA09g001610.3C,none
BraA09g001620.3C,none
BraA09g001630.3C,none
BraA09g001670.3C,none
BraA09g001680.3C,none
BraA09g001690.3C,none
BraA09g001710.3C,none
BraA09g001720.3C,blue
BraA09g001730.3C,red
BraA09g001740.3C,none
BraA09g001760.3C,none
BraA09g001810.3C,none
BraA09g001820.3C,none
BraA09g001830.3C,blue
BraA09g001840.3C,brown
BraA09g001870.3C,none
BraA09g001890.3C,none
BraA09g001910.3C,none
BraA09g001920.3C,none
BraA09g001930.3C,none
BraA09g001940.3C,turquoise
BraA09g001970.3C,green
BraA09g002050.3C,brown
BraA09g002070.3C,greenyellow
BraA09g002100.3C,turquoise
BraA09g002110.3C,none
BraA09g002120.3C,grey
BraA09g002130.3C,none
BraA09g002160.3C,none
BraA09g002170.3C,none
BraA09g002190.3C,none
BraA09g002200.3C,midnightblue
BraA09g002290.3C,none
BraA09g002300.3C,none
BraA09g002310.3C,none
BraA09g002320.3C,none
BraA09g002340.3C,none
BraA09g002350.3C,none
BraA09g002360.3C,turquoise
BraA09g002380.3C,none
BraA09g002400.3C,none
BraA09g002420.3C,blue
BraA09g002440.3C,none
BraA09g002450.3C,none
BraA09g002460.3C,black
BraA09g002470.3C,none
BraA09g002500.3C,turquoise
BraA09g002520.3C,none
BraA09g002540.3C,none
BraA09g002550.3C,red
BraA09g002560.3C,none
BraA09g002590.3C,red
BraA09g002600.3C,none
BraA09g002650.3C,none
BraA09g002660.3C,none
BraA09g002680.3C,none
BraA09g002710.3C,turquoise
BraA09g002740.3C,green
BraA09g002790.3C,none
BraA09g002860.3C,none
BraA09g002870.3C,yellow
BraA09g002890.3C,blue
BraA09g002900.3C,none
BraA09g002940.3C,magenta
BraA09g002990.3C,none
BraA09g003020.3C,none
BraA09g003040.3C,none
BraA09g003060.3C,none
BraA09g003070.3C,none
BraA09g003080.3C,none
BraA09g003090.3C,none
BraA09g003100.3C,none
BraA09g003110.3C,none
BraA09g003120.3C,none
BraA09g003130.3C,greenyellow
BraA09g003140.3C,purple
BraA09g003150.3C,none
BraA09g003160.3C,grey
BraA09g003170.3C,none
BraA09g003210.3C,blue
BraA09g003230.3C,none
BraA09g003240.3C,green
BraA09g003370.3C,none
BraA09g003380.3C,none
BraA09g003400.3C,none
BraA09g003410.3C,turquoise
BraA09g003420.3C,none
BraA09g003450.3C,yellow
BraA09g003460.3C,none
BraA09g003480.3C,blue
BraA09g003490.3C,none
BraA09g003540.3C,purple
BraA09g003550.3C,none
BraA09g003590.3C,greenyellow
BraA09g003610.3C,none
BraA09g003620.3C,none
BraA09g003710.3C,green
BraA09g003760.3C,tan
BraA09g003780.3C,none
BraA09g003790.3C,red
BraA09g003800.3C,none
BraA09g003840.3C,royalblue
BraA09g003880.3C,none
BraA09g003920.3C,cyan
BraA09g003930.3C,brown
BraA09g003940.3C,none
BraA09g003950.3C,yellow
BraA09g003960.3C,pink
BraA09g003990.3C,turquoise
BraA09g004000.3C,none
BraA09g004010.3C,yellow
BraA09g004040.3C,brown
BraA09g004080.3C,none
BraA09g004100.3C,none
BraA09g004110.3C,none
BraA09g004130.3C,lightcyan
BraA09g004150.3C,grey
BraA09g004160.3C,none
BraA09g004200.3C,black
BraA09g004210.3C,none
BraA09g004220.3C,none
BraA09g004230.3C,none
BraA09g004240.3C,green
BraA09g004250.3C,salmon
BraA09g004270.3C,grey
BraA09g004290.3C,black
BraA09g004300.3C,yellow
BraA09g004310.3C,none
BraA09g004320.3C,none
BraA09g004370.3C,turquoise
BraA09g004380.3C,none
BraA09g004440.3C,tan
BraA09g004470.3C,turquoise
BraA09g004520.3C,red
BraA09g004530.3C,none
BraA09g004540.3C,none
BraA09g004550.3C,blue
BraA09g004560.3C,yellow
BraA09g004580.3C,turquoise
BraA09g004670.3C,none
BraA09g004690.3C,none
BraA09g004700.3C,none
BraA09g004710.3C,yellow
BraA09g004720.3C,blue
BraA09g004730.3C,lightcyan
BraA09g004740.3C,none
BraA09g004750.3C,purple
BraA09g004770.3C,turquoise
BraA09g004780.3C,green
BraA09g004820.3C,none
BraA09g004830.3C,none
BraA09g004850.3C,none
BraA09g004860.3C,none
BraA09g004870.3C,turquoise
BraA09g004880.3C,tan
BraA09g004930.3C,none
BraA09g004950.3C,none
BraA09g004980.3C,yellow
BraA09g005020.3C,none
BraA09g005030.3C,none
BraA09g005070.3C,red
BraA09g005080.3C,none
BraA09g005090.3C,none
BraA09g005100.3C,grey
BraA09g005110.3C,none
BraA09g005120.3C,none
BraA09g005130.3C,lightgreen
BraA09g005140.3C,yellow
BraA09g005150.3C,none
BraA09g005160.3C,grey
BraA09g005170.3C,none
BraA09g005210.3C,none
BraA09g005270.3C,none
BraA09g005280.3C,green
BraA09g005300.3C,grey
BraA09g005320.3C,none
BraA09g005360.3C,none
BraA09g005370.3C,none
BraA09g005390.3C,midnightblue
BraA09g005400.3C,purple
BraA09g005410.3C,none
BraA09g005430.3C,none
BraA09g005470.3C,salmon
BraA09g005490.3C,none
BraA09g005510.3C,grey
BraA09g005530.3C,none
BraA09g005550.3C,none
BraA09g005570.3C,brown
BraA09g005580.3C,darkred
BraA09g005590.3C,grey
BraA09g005640.3C,none
BraA09g005680.3C,blue
BraA09g005700.3C,blue
BraA09g005750.3C,turquoise
BraA09g005800.3C,none
BraA09g005820.3C,red
BraA09g005830.3C,red
BraA09g005890.3C,brown
BraA09g005910.3C,red
BraA09g005920.3C,grey
BraA09g005930.3C,none
BraA09g005940.3C,turquoise
BraA09g005960.3C,green
BraA09g005970.3C,none
BraA09g005980.3C,grey
BraA09g005990.3C,none
BraA09g006000.3C,midnightblue
BraA09g006020.3C,none
BraA09g006060.3C,none
BraA09g006070.3C,none
BraA09g006080.3C,green
BraA09g006090.3C,none
BraA09g006110.3C,red
BraA09g006120.3C,green
BraA09g006170.3C,none
BraA09g006180.3C,none
BraA09g006190.3C,yellow
BraA09g006210.3C,none
BraA09g006220.3C,blue
BraA09g006240.3C,pink
BraA09g006260.3C,turquoise
BraA09g006270.3C,none
BraA09g006280.3C,turquoise
BraA09g006310.3C,tan
BraA09g006350.3C,blue
BraA09g006360.3C,red
BraA09g006370.3C,none
BraA09g006380.3C,none
BraA09g006390.3C,none
BraA09g006440.3C,darkred
BraA09g006450.3C,none
BraA09g006480.3C,turquoise
BraA09g006490.3C,none
BraA09g006500.3C,none
BraA09g006520.3C,none
BraA09g006530.3C,turquoise
BraA09g006540.3C,brown
BraA09g006550.3C,greenyellow
BraA09g006580.3C,none
BraA09g006630.3C,grey
BraA09g006640.3C,none
BraA09g006650.3C,grey
BraA09g006660.3C,tan
BraA09g006680.3C,none
BraA09g006690.3C,grey
BraA09g006700.3C,none
BraA09g006740.3C,grey
BraA09g006770.3C,brown
BraA09g006780.3C,none
BraA09g006800.3C,none
BraA09g006810.3C,none
BraA09g006820.3C,none
BraA09g006840.3C,blue
BraA09g006860.3C,none
BraA09g006870.3C,none
BraA09g006880.3C,grey
BraA09g006890.3C,none
BraA09g006900.3C,turquoise
BraA09g006910.3C,none
BraA09g006920.3C,turquoise
BraA09g006930.3C,cyan
BraA09g006940.3C,none
BraA09g006960.3C,none
BraA09g006980.3C,brown
BraA09g007000.3C,none
BraA09g007010.3C,none
BraA09g007070.3C,brown
BraA09g007080.3C,none
BraA09g007090.3C,none
BraA09g007100.3C,none
BraA09g007110.3C,none
BraA09g007130.3C,none
BraA09g007140.3C,none
BraA09g007150.3C,none
BraA09g007200.3C,turquoise
BraA09g007210.3C,none
BraA09g007250.3C,turquoise
BraA09g007260.3C,turquoise
BraA09g007310.3C,yellow
BraA09g007320.3C,none
BraA09g007330.3C,none
BraA09g007380.3C,none
BraA09g007390.3C,pink
BraA09g007400.3C,brown
BraA09g007410.3C,royalblue
BraA09g007420.3C,none
BraA09g007440.3C,grey
BraA09g007450.3C,none
BraA09g007490.3C,none
BraA09g007500.3C,none
BraA09g007510.3C,turquoise
BraA09g007520.3C,blue
BraA09g007540.3C,yellow
BraA09g007550.3C,grey
BraA09g007560.3C,black
BraA09g007570.3C,blue
BraA09g007580.3C,grey
BraA09g007590.3C,none
BraA09g007640.3C,grey
BraA09g007670.3C,none
BraA09g007680.3C,none
BraA09g007730.3C,none
BraA09g007740.3C,lightyellow
BraA09g007750.3C,none
BraA09g007760.3C,none
BraA09g007770.3C,yellow
BraA09g007780.3C,grey
BraA09g007790.3C,none
BraA09g007800.3C,none
BraA09g007810.3C,none
BraA09g007840.3C,none
BraA09g007860.3C,none
BraA09g007870.3C,turquoise
BraA09g007880.3C,turquoise
BraA09g007890.3C,yellow
BraA09g007900.3C,none
BraA09g007910.3C,none
BraA09g007920.3C,yellow
BraA09g007930.3C,none
BraA09g007960.3C,yellow
BraA09g007980.3C,greenyellow
BraA09g007990.3C,none
BraA09g008000.3C,none
BraA09g008010.3C,none
BraA09g008020.3C,none
BraA09g008040.3C,grey
BraA09g008060.3C,none
BraA09g008070.3C,red
BraA09g008080.3C,none
BraA09g008090.3C,turquoise
BraA09g008150.3C,magenta
BraA09g008180.3C,none
BraA09g008190.3C,none
BraA09g008200.3C,none
BraA09g008210.3C,none
BraA09g008220.3C,turquoise
BraA09g008240.3C,none
BraA09g008250.3C,none
BraA09g008260.3C,grey
BraA09g008280.3C,red
BraA09g008290.3C,brown
BraA09g008300.3C,grey
BraA09g008310.3C,none
BraA09g008320.3C,none
BraA09g008330.3C,none
BraA09g008340.3C,turquoise
BraA09g008350.3C,green
BraA09g008360.3C,none
BraA09g008370.3C,none
BraA09g008390.3C,green
BraA09g008410.3C,none
BraA09g008450.3C,none
BraA09g008460.3C,none
BraA09g008470.3C,green
BraA09g008480.3C,none
BraA09g008500.3C,brown
BraA09g008510.3C,red
BraA09g008520.3C,green
BraA09g008530.3C,red
BraA09g008560.3C,red
BraA09g008570.3C,none
BraA09g008580.3C,none
BraA09g008590.3C,blue
BraA09g008600.3C,grey60
BraA09g008610.3C,none
BraA09g008660.3C,none
BraA09g008680.3C,none
BraA09g008690.3C,blue
BraA09g008730.3C,purple
BraA09g008740.3C,brown
BraA09g008760.3C,grey
BraA09g008770.3C,none
BraA09g008780.3C,none
BraA09g008790.3C,brown
BraA09g008810.3C,none
BraA09g008820.3C,red
BraA09g008830.3C,brown
BraA09g008840.3C,turquoise
BraA09g008860.3C,none
BraA09g008870.3C,none
BraA09g008880.3C,red
BraA09g008920.3C,none
BraA09g008930.3C,grey60
BraA09g008950.3C,none
BraA09g008960.3C,blue
BraA09g008970.3C,tan
BraA09g008980.3C,turquoise
BraA09g009000.3C,yellow
BraA09g009050.3C,none
BraA09g009060.3C,none
BraA09g009070.3C,none
BraA09g009090.3C,none
BraA09g009110.3C,black
BraA09g009130.3C,purple
BraA09g009140.3C,none
BraA09g009150.3C,turquoise
BraA09g009160.3C,midnightblue
BraA09g009210.3C,blue
BraA09g009220.3C,pink
BraA09g009250.3C,yellow
BraA09g009260.3C,none
BraA09g009280.3C,tan
BraA09g009290.3C,none
BraA09g009330.3C,green
BraA09g009340.3C,none
BraA09g009390.3C,none
BraA09g009400.3C,none
BraA09g009410.3C,none
BraA09g009440.3C,brown
BraA09g009450.3C,turquoise
BraA09g009460.3C,none
BraA09g009470.3C,none
BraA09g009490.3C,black
BraA09g009500.3C,grey
BraA09g009510.3C,turquoise
BraA09g009540.3C,none
BraA09g009560.3C,magenta
BraA09g009570.3C,magenta
BraA09g009590.3C,grey
BraA09g009640.3C,none
BraA09g009650.3C,grey
BraA09g009660.3C,none
BraA09g009670.3C,royalblue
BraA09g009690.3C,pink
BraA09g009700.3C,none
BraA09g009710.3C,none
BraA09g009740.3C,none
BraA09g009750.3C,none
BraA09g009770.3C,none
BraA09g009780.3C,none
BraA09g009800.3C,purple
BraA09g009810.3C,none
BraA09g009830.3C,green
BraA09g009840.3C,black
BraA09g009850.3C,none
BraA09g009860.3C,none
BraA09g009870.3C,turquoise
BraA09g009890.3C,none
BraA09g009920.3C,turquoise
BraA09g009930.3C,none
BraA09g009940.3C,none
BraA09g009970.3C,none
BraA09g009980.3C,tan
BraA09g010000.3C,red
BraA09g010010.3C,none
BraA09g010020.3C,none
BraA09g010060.3C,none
BraA09g010070.3C,none
BraA09g010080.3C,none
BraA09g010090.3C,none
BraA09g010100.3C,none
BraA09g010120.3C,turquoise
BraA09g010140.3C,none
BraA09g010160.3C,purple
BraA09g010180.3C,grey
BraA09g010190.3C,none
BraA09g010200.3C,turquoise
BraA09g010210.3C,none
BraA09g010220.3C,turquoise
BraA09g010250.3C,none
BraA09g010260.3C,none
BraA09g010270.3C,turquoise
BraA09g010280.3C,turquoise
BraA09g010300.3C,none
BraA09g010340.3C,none
BraA09g010360.3C,none
BraA09g010370.3C,none
BraA09g010390.3C,greenyellow
BraA09g010430.3C,turquoise
BraA09g010440.3C,turquoise
BraA09g010450.3C,black
BraA09g010460.3C,none
BraA09g010470.3C,none
BraA09g010480.3C,none
BraA09g010510.3C,none
BraA09g010530.3C,black
BraA09g010620.3C,tan
BraA09g010630.3C,tan
BraA09g010640.3C,none
BraA09g010680.3C,green
BraA09g010690.3C,green
BraA09g010700.3C,none
BraA09g010720.3C,none
BraA09g010730.3C,none
